food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Black forest pastry,2.3355,0.0609,0.3448,0.0846,0.0054,0.2135,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coconut finger,2.7486,0.0709,0.4256,0.0886,0.0187,0.2855,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pineapple cake ,1.9557,0.0501,0.2351,0.0934,0.0076,0.1616,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),4.248,0.0656,0.471,0.2362,0.0154,0.2258,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate chip cookies,4.2529,0.0579,0.5798,0.1938,0.0105,0.3029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sweet plain biscuit,3.8076,0.0586,0.5029,0.1767,0.0107,0.2177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chocolate biscuit,3.7976,0.0588,0.5156,0.1709,0.0101,0.2416,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coconut biscuit (Nariyal ke biscuit),4.3498,0.0578,0.429,0.2716,0.0364,0.2076,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sweet and salty biscuit (Meethay aur namkeen biscuit),4.0796,0.0615,0.4509,0.2239,0.0168,0.0722,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peanut biscuit,4.0105,0.0845,0.4672,0.2041,0.0248,0.2126,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pin wheel biscuit,4.046,0.054,0.5456,0.1866,0.0116,0.2325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Saffron biscuit (Kesar biscuit),4.5861,0.0605,0.597,0.2201,0.019,0.2242,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Masala biscuit,3.9364,0.0606,0.4518,0.2075,0.0214,0.0682,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Ice box cookies,3.7424,0.057,0.5609,0.1444,0.0128,0.2669,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Ginger bread man,3.65,0.0661,0.6026,0.1101,0.016,0.2912,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Danish cookies,4.7533,0.0533,0.58,0.2492,0.0137,0.2173,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Short bread cookies,4.4309,0.0603,0.6482,0.1798,0.0157,0.2331,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Coffee biscuit,4.1657,0.069,0.4655,0.23,0.0159,0.2169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Melting moments,4.3791,0.0571,0.5584,0.2178,0.0188,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Ginger biscuit (Adarak ke biscuit),4.1791,0.0598,0.5844,0.1831,0.0149,0.2706,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Soyabean muthias,8.3933,0.0246,0.037,0.9045,0.0147,0.0017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords
Soyabean tikki,6.9817,0.0353,0.0439,0.7402,0.022,0.0035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords
Soyabean namak paras,8.3846,0.0265,0.0465,0.8983,0.0141,0.0022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords
Peanut burfi (Moongfali ki burfi),5.5099,0.0931,0.4814,0.3684,0.0409,0.4308,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach peanut namak paras (Palak moongfali namak paras),7.4016,0.0165,0.0662,0.7851,0.0081,0.0028,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),7.5889,0.0208,0.0763,0.8004,0.0139,0.0025,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rice moong dal cheela (Chawal aur moong dal ka cheela),7.9826,0.0274,0.1113,0.8244,0.0118,0.0015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Split bengal gram sweet rice (Channa dal sweet rice),1.9021,0.0415,0.4107,0.0064,0.0223,0.1941,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sweet poori (Meethi poori),7.8275,0.0212,0.1426,0.7963,0.0154,0.0715,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),4.4108,0.0984,0.6,0.1841,0.0602,0.3112,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach burfi (Palak burfi),1.2117,0.0271,0.1276,0.0681,0.0117,0.1212,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),3.6659,0.0951,0.6266,0.0793,0.0816,0.2473,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sprouted moong daliya ,1.1156,0.0281,0.1477,0.0471,0.0312,0.0167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sprouted moong poha ,1.926,0.0559,0.266,0.0689,0.0313,0.0193,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pearl millet ladoo (Bajra ladoo),3.1966,0.0961,0.5098,0.0806,0.06,0.2744,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paushtik ladoo,4.8587,0.0765,0.6034,0.2498,0.0457,0.3812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paushtik roti,1.4926,0.0717,0.2659,0.0151,0.0574,0.0203,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina carrot vada (Suji gajar vada),6.9953,0.0156,0.0652,0.7407,0.0107,0.0121,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Dhokla,2.1649,0.1345,0.3068,0.0528,0.0495,0.0478,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Kashmiri tea (Kehwa),0.249,0.0017,0.0523,0.0051,0.0016,0.0514,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Steeped hot coffee,0.1591,0.0039,0.0301,0.0033,0,0.0296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Hot chocolate,0.9001,0.0343,0.0902,0.0461,0,0.0886,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold coffee (with cream),0.8276,0.0193,0.1198,0.0329,0,0.1191,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),0.7645,0.0201,0.1115,0.0277,0.0027,0.0994,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Flavoured milkshake,0.6678,0.0206,0.0865,0.0283,0,0.0861,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Jal jeera,0.3024,0.0044,0.067,0.0026,0.0095,0.0571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gingo,0.4802,0.0014,0.1242,0.0006,0.0017,0.1208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mintade,0.4032,0.0003,0.1059,0.0002,0.0003,0.1047,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Canjee,0.0661,0.0024,0.0044,0.0042,0.0036,0.0021,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cauliflower canjee (Phoolgobhi ki canjee),0.069,0.0039,0.0035,0.0042,0.0049,0.0009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Potato canjee (Aloo canjee),0.1626,0.0044,0.0269,0.0039,0.0043,0.001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vermicelli porridge (Semiya/Seviyan porridge),0.784,0.025,0.1056,0.0298,0.0048,0.0704,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Semolina upma (Suji/Rava upma),1.4789,0.033,0.1631,0.0749,0.0324,0.0131,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vermicelli upma (Semiya/Seviyan upma),1.4911,0.0311,0.1688,0.0745,0.0321,0.014,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rice upma,1.5127,0.0263,0.1796,0.0746,0.0212,0.0113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bread upma,1.2951,0.028,0.126,0.0775,0.0196,0.0156,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable upma,1.4647,0.0473,0.1646,0.0663,0.0419,0.0139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Poha,2.9453,0.0609,0.3505,0.1414,0.0372,0.0087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Vegetable poha,1.8052,0.0489,0.2152,0.0807,0.0376,0.014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),1.5489,0.0697,0.1942,0.0511,0.0425,0.0111,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Paneer stuffed cheela/chilla,2.0519,0.1144,0.1916,0.0889,0.0403,0.0381,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Indian style egg bhujia (Anda bhujia (Indian style)),1.0283,0.061,0.0376,0.0702,0.0153,0.0195,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
French omelette/omlet,2.1104,0.1003,0.0041,0.1886,0.0038,0.001,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Puffy omelette/omlet,1.8815,0.0882,0.0008,0.1684,0,0.0008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Orange omelette/omlet,1.9466,0.0893,0.0168,0.1684,0,0.0168,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese and mushroom omelette/omlet,2.0563,0.0969,0.0168,0.1782,0.0093,0.0107,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spanish omelette/omlet,1.5745,0.0825,0.051,0.1144,0.0254,0.0103,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mixed stock,0.2519,0.0206,0.0033,0.0171,0.0015,0.002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Meat stock,0.2448,0.021,0,0.0178,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
White stock,0.0699,0.0007,0.004,0.0056,0.0017,0.0024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Meat consomme (with mutton),0.2976,0.1486,0.0051,0.1368,0.0071,0.0024,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Consomme au julienne,0.2776,0.1249,0.0149,0.1066,0.0138,0.0083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Consomme au vermicelli,0.2994,0.1523,0.013,0.1298,0.0081,0.0027,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Green pea soup (Matar ka soup),0.3981,0.1106,0.0363,0.129,0.0249,0.0087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spinach soup (Palak ka soup),0.3259,0.1054,0.0303,0.1426,0.0198,0.0029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mixed vegetable soup,0.3571,0.0822,0.0295,0.1166,0.0164,0.0164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese soup,0.4113,0.1239,0.0187,0.1707,0.018,0.0084,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mulligatawny soup,0.5442,0.1126,0.0824,0.1328,0.026,0.0126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cream of carrot soup,0.5977,0.0827,0.0569,0.1235,0.0198,0.0177,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cream of broccoli soup,0.5614,0.0897,0.0372,0.1275,0.0189,0.0159,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cream of potato soup,0.602,0.081,0.0614,0.1205,0.0151,0.0124,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Almond soup (Badam ka soup),0.7865,0.1013,0.0368,0.138,0.0091,0.0194,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold cucumber cream soup ,0.1188,0.0034,0.0176,0.0034,0.0073,0.0051,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cold tomato soup,0.169,0.0011,0.0059,0.0156,0.0016,0.0022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken stew,1.2755,0.0719,0.0444,0.0891,0.0182,0.0143,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Veg paneer stew,1.4555,0.0698,0.1022,0.0841,0.0308,0.0485,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),1.9127,0.0437,0.2637,0.0727,0.0516,0.0271,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Methi parantha/paratha,1.4836,0.0427,0.2219,0.0434,0.0509,0.0244,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bathua poori,5.9879,0.0235,0.1385,0.5914,0.0187,0.0041,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Gram flour poori (Besan poori),6.9766,0.0259,0.1093,0.7151,0.0194,0.0035,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Beetroot poori (Chukandar ki poori),5.2766,0.0191,0.1229,0.5218,0.014,0.0054,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peas poori (Matar ki poori),5.9283,0.0304,0.1492,0.5769,0.0225,0.0048,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peas kachori (Matar kachori),5.8468,0.0321,0.1325,0.5751,0.0203,0.005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Pizza,1.4677,0.0685,0.0994,0.0872,0.0171,0.0138,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Bacon and mushroom pancake,1.5767,0.0682,0.0847,0.106,0.0159,0.0123,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cheese and tomato pancake,1.4739,0.0515,0.1066,0.0928,0.0106,0.0348,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Minced meat pancake (with chicken),1.1604,0.1201,0.0818,0.1048,0.007,0.0129,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Eggplant/Brinjal rice (Vangi bhat),1.848,0.0528,0.3174,0.0367,0.0444,0.0436,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Kashmiri 'tahar',0.9821,0.0195,0.1911,0.0137,0.0098,0.0017,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Cumin pulao (Jeera/Zeera pulao),1.3524,0.0247,0.2361,0.032,0.014,0.0064,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Peas pulao (Matar pulao),1.0887,0.0389,0.1842,0.019,0.0321,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),1.1653,0.036,0.1972,0.023,0.0316,0.0159,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),1.2551,0.0344,0.2155,0.0258,0.0269,0.0199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mutton pulao,1.3077,0.0652,0.1126,0.1078,0.0165,0.01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Chicken pulao,1.0824,0.0607,0.1117,0.0848,0.0164,0.0099,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Mexican rice,1.2057,0.0462,0.1421,0.0488,0.0164,0.0144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Plain khitchdi (Plain khichri/khichdi),0.5703,0.0172,0.1004,0.0101,0.0085,0.0012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Instant idli (with semolina),2.4729,0.0916,0.434,0.0361,0.0713,0.0335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Plain dosa,3.8091,0.1034,0.6408,0.0843,0.0523,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Masala dosa mixed vegetable fillings,1.4453,0.0484,0.2302,0.0326,0.0431,0.0153,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Masala dosa paneer fillings,2.4312,0.1031,0.2976,0.0884,0.0311,0.0481,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Uttapam,2.5595,0.0618,0.3628,0.0903,0.044,0.015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Appam,2.677,0.0312,0.1328,0.2263,0.0619,0.0416,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Beans and macaroni,1.3608,0.0458,0.1424,0.0701,0.0205,0.0168,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spaghetti bolognese,0.9743,0.0935,0.1004,0.0951,0.0108,0.0141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Meat and macaroni casserole,1.6155,0.0915,0.1612,0.1017,0.0119,0.01,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spaghetti with meat balls and tomato sauce,1.5813,0.0561,0.1046,0.1064,0.0111,0.0187,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Spaghetti with paneer balls and tomato sauce,1.5854,0.0395,0.1272,0.1044,0.0125,0.0303,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lasagne with meat sauce,0.6338,0.029,0.0538,0.0343,0.0047,0.0104,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Lasagne with vegetables,0.4923,0.0171,0.059,0.0216,0.0066,0.0137,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Home made egg noodles,2.4084,0.0655,0.4292,0.0437,0.016,0.0103,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Sour lentils (Khatti dal),0.3479,0.0222,0.0604,0.0012,0.0122,0.0125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Urad special dehusked,0.6943,0.0314,0.0886,0.0217,0.025,0.0132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Arhar with spinach (Arhar dal aur palak),0.5284,0.0205,0.0477,0.0276,0.013,0.0023,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Moong dal with vadi,0.2408,0.004,0.01,0.0205,0.0039,0.0045,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),0.2674,0.0113,0.0337,0.0088,0.016,0.0083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),0.2441,0.0111,0.0285,0.0087,0.0154,0.0044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
Green gram whole with baghar (Sabut moong dal with tadka),0.6343,0.0323,0.068,0.0248,0.0302,0.0015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords
