food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method,calories_per_g_original
Chocolate butter icing,4.8265,0.0321,0.6172,0.2477,0,0.5982,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.6959
Almond biscuit (Badam ke biscuit),4.1086,0.0625,0.5214,0.197,0.015,0.2219,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0774
Orange biscuit,3.6205,0.0363,0.6211,0.1101,0.0075,0.4263,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5478
Gingerman biscuit,3.6057,0.0626,0.5524,0.1273,0.02,0.2164,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5743
Coffee drops,4.4696,0.0757,0.4306,0.2716,0.0188,0.1827,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4307
Christmas biscuit,4.0948,0.0567,0.6097,0.1588,0.0217,0.2601,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0607
Christmas wreath biscuit,3.8909,0.0543,0.5807,0.1501,0.0228,0.2489,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.8605
Christmas bell biscuit,4.0836,0.0566,0.6079,0.1584,0.0233,0.2594,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0485
Christmas star biscuit,4.0268,0.0354,0.7454,0.1004,0.0147,0.5305,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.9203
Christmas tree biscuit,3.9036,0.0543,0.5841,0.15,0.0265,0.2477,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.8563
Chocolate cream shells,4.315,0.051,0.5926,0.1934,0.009,0.3472,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.2717
Jelly biscuit,4.1185,0.0423,0.5524,0.1933,0.0202,0.2976,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0461
Cherry and walnut cookies,4.2867,0.0563,0.5935,0.1875,0.013,0.3037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.226
Cheese straws,3.8028,0.0983,0.3061,0.2428,0.0129,0.0179,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.82
Butterfly biscuit,3.4023,0.0998,0.2533,0.2211,0.0102,0.0244,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4145
Flan pastry,4.436,0.0672,0.4784,0.2504,0.0158,0.0622,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.458
Fruit flan,2.6436,0.033,0.3471,0.1248,0.0071,0.0952,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.6135
Orange cream flan,2.8587,0.0473,0.3616,0.1359,0.0063,0.2527,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.8028
Fruit puree tart,2.8655,0.0335,0.3042,0.1683,0.0131,0.0979,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.865
Apple banana pie,2.4351,0.0313,0.3212,0.1139,0.0189,0.1296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4399
Lemon chiffon pie,2.6072,0.0488,0.2763,0.1452,0.0066,0.1139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5931
Orange chiffon pie,2.0856,0.0389,0.2314,0.1116,0.007,0.1046,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0757
Cream buns,2.1673,0.0445,0.1416,0.1581,0.0031,0.0595,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1574
Savoury puffs,2.184,0.0951,0.108,0.1524,0.0033,0.0451,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9079
Choux swans,2.1748,0.0435,0.1492,0.156,0.0035,0.0613,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1634
Potato aigrettes,5.296,0.0235,0.0801,0.5424,0.0045,0.0073,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.3003
Cream horns,4.0811,0.0342,0.2312,0.3355,0.006,0.0712,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0823
Savoury cheese horns,2.9455,0.0566,0.2138,0.2071,0.0073,0.0274,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9515
Paneer patties,3.372,0.076,0.2279,0.2396,0.0118,0.0404,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3858
Vegetable patties ,2.5962,0.0401,0.2098,0.1774,0.0262,0.0149,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.6192
Pearl millet infant food (Bajra shishu aahaar),3.559,0.1198,0.621,0.0662,0.0784,0.2606,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.6244
Sajina,3.3799,0.1081,0.6687,0.0303,0.0762,0.2589,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4526
Cereal mix ,1.1882,0.0332,0.2184,0.0202,0.0203,0.1068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2081
Pulse mix,0.815,0.0316,0.16,0.0054,0.0225,0.0659,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8329
Shishu ahar,0.9299,0.0261,0.1742,0.0143,0.0102,0.0661,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9337
Cereal pulse mix with amylase rice flour,1.5294,0.0427,0.278,0.0274,0.0347,0.0884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5157
Banana groundnut paste/puree,2.1073,0.0427,0.3615,0.0545,0.017,0.3167,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1319
Rice dal porridge (Chawal dal ki khichdi/khichri),3.7833,0.108,0.6504,0.0833,0.0451,0.2654,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.8333
Lentils and semolina porridge (Dal suji porridge/daliya),1.1534,0.0326,0.2319,0.0106,0.0144,0.1384,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1729
Spinach khichri (Palak khichri/khichdi),1.0031,0.0343,0.1735,0.0191,0.0156,0.0021,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0218
Vegetable mix,1.7134,0.047,0.3602,0.0094,0.0193,0.2736,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7421
Lentils and wheat porridge (Dal wheat porridge/daliya ),0.5274,0.0271,0.0836,0.0094,0.0128,0.0092,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5254
Maize porridge,0.8813,0.0214,0.1564,0.0189,0.0168,0.0769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8957
Spinach peanut burfi (Palak aur mungfali ki burfi),1.0731,0.0336,0.1359,0.0439,0.0207,0.115,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0537
Split bengal gram burfi/fudge (Channa dal burfi),3.0093,0.0465,0.5463,0.0709,0.0206,0.4338,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.8736
Chickpea flour cookies (Sweet besan rounds/cookies),2.065,0.0429,0.3964,0.0342,0.0256,0.3066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0701
Pearl millet mathri (Bajra mathri),7.8504,0.0182,0.0742,0.8312,0.0136,0.0016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.8508
Sesame biscuit (Til ke biscuit),4.2174,0.0827,0.5365,0.1934,0.0683,0.2973,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.2403
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),6.5563,0.0405,0.0868,0.6719,0.0265,0.0035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.5757
Poshtik namak paras,6.1326,0.0649,0.1952,0.5658,0.0455,0.0087,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.1339
Soya chikki,4.1987,0.0718,0.6289,0.1551,0.0355,0.4547,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,4.237
Besan bathua chilla/cheela,3.7565,0.1148,0.4065,0.1857,0.0779,0.0145,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7382
Wheat flour and nuts ladoos (Atta nuts ladoos),3.8779,0.0946,0.4431,0.1919,0.073,0.1594,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.919
Gram flour and semolina dhokla (Besan suji dhokla),2.0166,0.0852,0.2592,0.071,0.0459,0.0258,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9891
Atta dal burfi ,3.0143,0.0666,0.4064,0.1247,0.0408,0.2108,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.988
Soya roti,2.7991,0.0918,0.4003,0.0923,0.0871,0.0158,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,inferred_from_dish_name_keywords,2.8396
Poshtik khichdi/khichri,0.9164,0.0304,0.1564,0.0188,0.02,0.0026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9337
Namkeen daliya,3.0235,0.0829,0.4932,0.0799,0.0857,0.0082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9511
Sprouts upma ,3.118,0.095,0.4496,0.1044,0.0716,0.0167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.1625
Semolina idli (Suji/Rava idli),2.0327,0.0934,0.3367,0.0347,0.0585,0.0342,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0639
Poshtik chilla/cheela,1.5664,0.0485,0.2747,0.0304,0.0491,0.0122,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5953
Stuffed bittergourd (dry) (Bharwa karela),2.1654,0.0129,0.0249,0.2238,0.03,0.0007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1765
Cauliflower potato canjee,0.1631,0.0057,0.0263,0.0039,0.0069,0.0013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.1679
Creamed spinach,0.9599,0.0518,0.0444,0.0639,0.0133,0.0159,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.9691
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),0.6964,0.0193,0.0918,0.028,0.0023,0.0911,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6835
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),0.6979,0.0193,0.0933,0.0275,0.0042,0.092,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6849
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),0.6915,0.0195,0.0915,0.0275,0.0016,0.09,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6782
Woodapple juice (Bel ka sharbat),0.3486,0.0063,0.0651,0.007,0.0103,0.0575,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3418
Sattu drink,0.2414,0.0056,0.0516,0.0014,0.004,0.0396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2338
Apple and honey sorbet (Seb aur shehad ka sharbat),1.2617,0.0015,0.3074,0.0029,0.0113,0.2918,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.213
Thandai,1.0389,0.0359,0.0913,0.0589,0.008,0.0821,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0118
Cucumber sharbat (Kheere ka sharbat),0.2814,0.0026,0.0664,0.0006,0.0078,0.0546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.2728
Apple oats chia seed smoothie,0.8856,0.0349,0.1307,0.0248,0.0144,0.0576,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8564
Nannari sharbat,0.9461,0.0001,0.2362,0.0001,0,0.2358,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8879
Semolina milk drink (Thari kanji),0.4388,0.0098,0.0693,0.0136,0.0072,0.0388,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4416
Saffron milk (Kesariya doodh),1.0437,0.0317,0.1264,0.0457,0.0014,0.125,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0218
Black rice kheer (Chak-hao kheer),1.5339,0.0437,0.2293,0.0491,0.0076,0.1257,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4794
Coconut kheer (Nariyal ki kheer),1.6623,0.034,0.1442,0.1055,0.0153,0.1373,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6261
Apple sago payasam (Seb aur sabudana ki kheer),1.3906,0.0313,0.144,0.0766,0.0038,0.1063,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.365
Kesari bath,2.4843,0.024,0.3138,0.1259,0.0165,0.2016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4457
Putharekulu,3.2103,0.0366,0.5961,0.0755,0.0175,0.2386,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.183
Mango malpua,3.3399,0.0165,0.1284,0.3067,0.0208,0.0496,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.3464
Mango vanilla custard,1.5072,0.0343,0.1841,0.0704,0.0099,0.1462,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4763
Kiwi granola pudding,2.8996,0.056,0.3233,0.1536,0.0371,0.1508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.8099
Oats burfi,4.4087,0.0889,0.6247,0.1727,0.0496,0.3293,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.2519
Lotus seed halwa (Kamal gattay ka halwa),3.7561,0.0779,0.3956,0.2069,0.0042,0.098,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7055
Amaranth ladoo (Rajgira ladoo),4.501,0.1012,0.5133,0.227,0.0511,0.1992,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.5415
Chhena poda,3.5074,0.1368,0.3364,0.1794,0.014,0.3065,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4457
Sweet couscous dessert,2.0321,0.0381,0.2969,0.0769,0.0218,0.1589,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.962
Sweetened yogurt (Shrikhand),1.1117,0.0527,0.1602,0.0289,0.0008,0.1581,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0718
Thickened sweetened milk (Rabri),1.0443,0.0352,0.1055,0.0535,0.0019,0.1009,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0279
Gram flour halwa (Besan halwa),2.8234,0.0588,0.2578,0.173,0.0182,0.1583,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7679
Prawn sandwich,1.7243,0.1036,0.1189,0.0927,0.0155,0.0121,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,inferred_from_dish_name_keywords,1.6965
Watercress sandwich,2.3603,0.0517,0.2803,0.1147,0.0226,0.0181,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2942
Fish sandwich ,1.5257,0.0472,0.1009,0.1037,0.0123,0.0104,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,1.502
Kidney bean sandwich with cottage cheese,1.764,0.0985,0.1886,0.0684,0.0366,0.0369,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7664
Finger millet biscuit (Ragi biscuit),4.5899,0.0403,0.5269,0.2579,0.0597,0.169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.5856
Buttermilk biscuit,3.2026,0.0576,0.3493,0.175,0.0118,0.0344,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2254
Lemon cookies,3.9846,0.0563,0.4219,0.2302,0.0078,0.2347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.9448
Sweet potato biscuit (Shakarkand ke biscuit),2.9287,0.0514,0.3813,0.1331,0.0227,0.0253,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.964
Raspberry shortbread cookies,4.4825,0.03,0.6125,0.2125,0.0075,0.4086,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4112
Pumpkin cookies ,2.2417,0.0251,0.4469,0.0393,0.0106,0.3162,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.184
Greenpea cookies,1.5656,0.0653,0.2307,0.0424,0.0532,0.1445,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5942
Sunflower cookies,5.2472,0.0949,0.4006,0.3628,0.0395,0.2428,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.2062
Cardamom cookies (Elaichi cookies),4.0844,0.051,0.5399,0.1912,0.0279,0.3899,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.0049
Hazelnut cookies,4.9749,0.0625,0.3944,0.3497,0.0245,0.2201,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.9332
Milk cookies,4.6032,0.1049,0.4843,0.2496,0.0099,0.2206,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.5943
Cranberry cookies,2.7518,0.0392,0.3639,0.1266,0.0113,0.1996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7248
Olive biscuit,4.4659,0.032,0.5501,0.2375,0.0082,0.3227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.3829
Tutti fruitti biscuit,3.9442,0.0521,0.5312,0.179,0.0543,0.1575,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.2078
Peach blueberry preserves,1.8696,0.0053,0.4576,0.002,0.0114,0.4533,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7738
Pear preserves (Naashpati ka murabba),1.0539,0.0025,0.2567,0.0019,0.0306,0.2519,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0124
Starfruit preserves ,1.3652,0.0024,0.3362,0.0012,0.0078,0.3347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2893
Gooseberry pickle (Amla ka achaar),2.8513,0.0155,0.0761,0.2761,0.037,0.0036,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7858
Lotus stem pickle (Kamal kakdi ka achar),1.0044,0.0144,0.2007,0.016,0.0858,0.0253,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0269
Date pickle (Khajoor ka achaar),1.8325,0.0168,0.3466,0.0421,0.052,0.3047,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8229
Garlic pickle (Lahasun ka achar),4.128,0.0372,0.0975,0.3988,0.0513,0.0232,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.1362
Fermented bamboo shoot pickle (Mesu pickle),0.6355,0.0158,0.0173,0.0559,0.0224,0.0029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5983
Sweet peach pickle (Aadoo ka achaar),1.5168,0.0046,0.3701,0.002,0.0132,0.3646,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.4464
Pickled mustard greens ,0.1222,0.0151,0.0105,0.0022,0.017,0.0002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.1312
Small onion pickle ,0.234,0.0165,0.0276,0.0064,0.0109,0.0299,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.1686
Green tomato pickle (Haray tamatar ka achaar),1.9343,0.0123,0.0287,0.1967,0.0174,0.0077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9326
